\data
SWRC_RT_03,12/21/12 16:34:54,9.12,1.29,5.88
SWRC_RT_01,12/21/12 16:34:54,9.9,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,303,-9999
SWRC_RT_03,12/21/12 16:34:54,6.1,7.65,6.9
SWRC_RT_01,12/21/12 16:34:54,6.24,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,381,-9999
SWRC_RT_03,12/21/12 16:34:54,0.62,3.09,9.55
SWRC_RT_01,12/21/12 16:34:54,4.41,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,388,-9999
SWRC_RT_03,12/21/12 16:34:54,9.78,5.6,1.21
SWRC_RT_01,12/21/12 16:34:54,2.86,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,321,-9999
SWRC_RT_03,12/21/12 16:34:54,6.65,1.38,9.47
SWRC_RT_01,12/21/12 16:34:54,0.85,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,388,-9999
SWRC_RT_03,12/21/12 16:34:54,6.99,9.25,7.0
SWRC_RT_01,12/21/12 16:34:54,1.9,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,374,-9999
SWRC_RT_03,12/21/12 16:34:54,7.98,7.08,2.49
SWRC_RT_01,12/21/12 16:34:54,7.82,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,348,-9999
SWRC_RT_03,12/21/12 16:34:54,4.62,6.08,1.73
SWRC_RT_01,12/21/12 16:34:54,9.23,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,391,-9999
SWRC_RT_03,12/21/12 16:34:54,0.32,3.54,3.38
SWRC_RT_01,12/21/12 16:34:54,9.62,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,350,-9999
SWRC_RT_03,12/21/12 16:34:54,6.34,1.28,7.75
SWRC_RT_01,12/21/12 16:34:54,6.42,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,323,-9999
SWRC_RT_03,12/21/12 16:34:54,4.95,1.07,8.23
SWRC_RT_01,12/21/12 16:34:54,9.84,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,332,-9999
SWRC_RT_03,12/21/12 16:34:54,3.68,6.22,5.23
SWRC_RT_01,12/21/12 16:34:54,9.92,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,325,-9999
SWRC_RT_03,12/21/12 16:34:54,5.45,3.4,0.8
SWRC_RT_01,12/21/12 16:34:54,8.36,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,367,-9999
SWRC_RT_03,12/21/12 16:34:54,3.0,1.86,5.4
SWRC_RT_01,12/21/12 16:34:54,2.54,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,348,-9999
SWRC_RT_03,12/21/12 16:34:54,4.06,0.49,3.27
SWRC_RT_01,12/21/12 16:34:54,7.32,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,348,-9999
SWRC_RT_03,12/21/12 16:34:54,4.02,0.61,7.91
SWRC_RT_01,12/21/12 16:34:54,8.77,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,391,-9999
SWRC_RT_03,12/21/12 16:34:54,8.8,0.29,6.54
SWRC_RT_01,12/21/12 16:34:54,5.36,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,335,-9999
SWRC_RT_03,12/21/12 16:34:54,6.18,4.93,3.93
SWRC_RT_01,12/21/12 16:34:54,5.22,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,342,-9999
SWRC_RT_03,12/21/12 16:34:54,8.24,8.35,3.28
SWRC_RT_01,12/21/12 16:34:54,5.9,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,358,-9999
SWRC_RT_03,12/21/12 16:34:54,4.18,6.98,6.84
SWRC_RT_01,12/21/12 16:34:54,8.99,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,374,-9999
SWRC_RT_03,12/21/12 16:34:54,8.32,9.88,1.25
SWRC_RT_01,12/21/12 16:34:54,9.3,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,388,-9999
SWRC_RT_03,12/21/12 16:34:54,9.52,5.42,0.48
SWRC_RT_01,12/21/12 16:34:54,4.69,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,397,-9999
SWRC_RT_03,12/21/12 16:34:54,8.46,8.85,5.74
SWRC_RT_01,12/21/12 16:34:54,4.7,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,361,-9999
SWRC_RT_03,12/21/12 16:34:54,5.39,6.82,1.33
SWRC_RT_01,12/21/12 16:34:54,5.95,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,369,-9999
SWRC_RT_03,12/21/12 16:34:54,8.04,3.64,9.56
SWRC_RT_01,12/21/12 16:34:54,2.0,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,368,-9999
SWRC_RT_03,12/21/12 16:34:54,9.4,4.94,1.98
SWRC_RT_01,12/21/12 16:34:54,2.52,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,345,-9999
SWRC_RT_03,12/21/12 16:34:54,7.83,0.19,4.81
SWRC_RT_01,12/21/12 16:34:54,7.8,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,388,-9999
SWRC_RT_03,12/21/12 16:34:54,5.22,9.54,3.19
SWRC_RT_01,12/21/12 16:34:54,9.9,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,371,-9999
SWRC_RT_03,12/21/12 16:34:54,0.52,4.7,5.81
SWRC_RT_01,12/21/12 16:34:54,9.65,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,315,-9999
SWRC_RT_03,12/21/12 16:34:54,5.48,0.88,7.9
SWRC_RT_01,12/21/12 16:34:54,1.73,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,350,-9999
SWRC_RT_03,12/21/12 16:34:54,6.85,4.04,0.03
SWRC_RT_01,12/21/12 16:34:54,0.84,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,306,-9999
SWRC_RT_03,12/21/12 16:34:54,4.77,1.23,0.98
SWRC_RT_01,12/21/12 16:34:54,3.1,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,347,-9999
SWRC_RT_03,12/21/12 16:34:54,0.75,2.38,5.64
SWRC_RT_01,12/21/12 16:34:54,8.23,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,323,-9999
SWRC_RT_03,12/21/12 16:34:54,4.61,6.03,0.09
SWRC_RT_01,12/21/12 16:34:54,8.57,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,367,-9999
SWRC_RT_03,12/21/12 16:34:54,7.43,1.1,1.55
SWRC_RT_01,12/21/12 16:34:54,8.99,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,379,-9999
SWRC_RT_03,12/21/12 16:34:54,7.94,0.22,9.62
SWRC_RT_01,12/21/12 16:34:54,8.29,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,388,-9999
SWRC_RT_03,12/21/12 16:34:54,7.98,7.45,3.77
SWRC_RT_01,12/21/12 16:34:54,1.54,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,398,-9999
SWRC_RT_03,12/21/12 16:34:54,1.51,2.78,4.07
SWRC_RT_01,12/21/12 16:34:54,4.35,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,319,-9999
SWRC_RT_03,12/21/12 16:34:54,7.32,8.3,9.11
SWRC_RT_01,12/21/12 16:34:54,6.77,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,399,-9999
SWRC_RT_03,12/21/12 16:34:54,8.48,9.96,1.16
SWRC_RT_01,12/21/12 16:34:54,6.01,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,347,-9999
SWRC_RT_03,12/21/12 16:34:54,2.82,1.84,3.47
SWRC_RT_01,12/21/12 16:34:54,3.06,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,371,-9999
SWRC_RT_03,12/21/12 16:34:54,9.68,3.42,2.22
SWRC_RT_01,12/21/12 16:34:54,0.71,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,365,-9999
